ward_code,ward_name,district_name,province_name
"28906","Xã Thanh Tân","Huyện Mỏ Cày Bắc","Tỉnh Bến Tre"
"14821","Phường Đông Sơn","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"14815","Phường Lam Sơn","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"14812","Phường Ba Đình","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"15277","Xã Hà Vinh","Huyện Hà Trung","Tỉnh Thanh Hóa"
"00133","Phường Ngọc Lâm","Quận Long Biên","Thành phố Hà Nội"
"00118","Phường Ngọc Thụy","Quận Long Biên","Thành phố Hà Nội"
"00130","Phường Gia Thụy","Quận Long Biên","Thành phố Hà Nội"
"00139","Phường Bồ Đề","Quận Long Biên","Thành phố Hà Nội"
"09307","Xã Mộ Đạo","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09298","Phường Cách Bi","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09295","Phường Bồng Lai","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"21640","Phường Bồng Sơn","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21685","Phường Hoài Đức","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"28439","Phường 4","Thị xã Cai Lậy","Tỉnh Tiền Giang"
"28440","Phường 5","Thị xã Cai Lậy","Tỉnh Tiền Giang"
"28486","Xã Long Khánh","Thị xã Cai Lậy","Tỉnh Tiền Giang"
"22426","Phường Cam Thuận","Thành phố Cam Ranh","Tỉnh Khánh Hòa"
"22432","Phường Cam Linh","Thành phố Cam Ranh","Tỉnh Khánh Hòa"
"22429","Phường Cam Lợi","Thành phố Cam Ranh","Tỉnh Khánh Hòa"
"24787","Phường 6","Thành phố Đà Lạt","Tỉnh Lâm Đồng"
"24790","Phường 5","Thành phố Đà Lạt","Tỉnh Lâm Đồng"
"24808","Xã Tà Nung","Thành phố Đà Lạt","Tỉnh Lâm Đồng"
"22420","Phường Cam Phú","Thành phố Cam Ranh","Tỉnh Khánh Hòa"
"22417","Phường Cam Lộc","Thành phố Cam Ranh","Tỉnh Khánh Hòa"
"22414","Phường Cam Phúc Nam","Thành phố Cam Ranh","Tỉnh Khánh Hòa"
"02656","Phường Xuân Tăng","Thành phố Lào Cai","Tỉnh Lào Cai"
"02653","Phường Pom Hán","Thành phố Lào Cai","Tỉnh Lào Cai"
"02668","Phường Bắc Cường","Thành phố Lào Cai","Tỉnh Lào Cai"
"02671","Phường Nam Cường","Thành phố Lào Cai","Tỉnh Lào Cai"
"02650","Phường Bắc Lệnh","Thành phố Lào Cai","Tỉnh Lào Cai"
"02658","Phường Bình Minh","Thành phố Lào Cai","Tỉnh Lào Cai"
"02674","Xã Cam Đường","Thành phố Lào Cai","Tỉnh Lào Cai"
"29869","Phường 1","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29875","Phường 3","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29872","Phường 4","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29878","Phường 6","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29892","Phường Hoà Thuận","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29893","Xã Hòa An","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29890","Xã Tân Thuận Tây","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29899","Xã Tịnh Thới","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"29896","Xã Tân Thuận Đông","Thành phố Cao Lãnh","Tỉnh Đồng Tháp"
"06658","Phường Cao Xanh","Thành phố Hạ Long","Tỉnh Quảng Ninh"
"06649","Phường Hà Khánh","Thành phố Hạ Long","Tỉnh Quảng Ninh"
"30505","Phường Chi Lăng","Thị xã Tịnh Biên","Tỉnh An Giang"
"30508","Phường Núi Voi","Thị xã Tịnh Biên","Tỉnh An Giang"
"30535","Xã Tân Lợi","Thị xã Tịnh Biên","Tỉnh An Giang"
"03667","Phường Chiềng An","Thành phố Sơn La","Tỉnh Sơn La"
"03664","Xã Chiềng Xôm","Thành phố Sơn La","Tỉnh Sơn La"
"03661","Xã Chiềng Đen","Thành phố Sơn La","Tỉnh Sơn La"
"03670","Phường Chiềng Cơi","Thành phố Sơn La","Tỉnh Sơn La"
"03676","Xã Hua La","Thành phố Sơn La","Tỉnh Sơn La"
"03658","Xã Chiềng Cọ","Thành phố Sơn La","Tỉnh Sơn La"
"03679","Phường Chiềng Sinh","Thành phố Sơn La","Tỉnh Sơn La"
"03673","Xã Chiềng Ngần","Thành phố Sơn La","Tỉnh Sơn La"
"10549","Phường Sao Đỏ","Thành phố Chí Linh","Tỉnh Hải Dương"
"10579","Phường Văn An","Thành phố Chí Linh","Tỉnh Hải Dương"
"10582","Phường Chí Minh","Thành phố Chí Linh","Tỉnh Hải Dương"
"10588","Phường Thái Học","Thành phố Chí Linh","Tỉnh Hải Dương"
"25759","Phường Định Hoà","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"25771","Phường Tương Bình Hiệp","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"25774","Phường Chánh Mỹ","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"27397","Phường Rạch Ông","Quận 8","Thành phố Hồ Chí Minh"
"27403","Phường Hưng Phú","Quận 8","Thành phố Hồ Chí Minh"
"27409","Phường 4","Quận 8","Thành phố Hồ Chí Minh"
"27418","Phường 5","Quận 8","Thành phố Hồ Chí Minh"
"25837","Phường Chánh Phú Hòa","Thành phố Bến Cát","Tỉnh Bình Dương"
"25831","Xã Hưng Hòa","Huyện Bàu Bàng","Tỉnh Bình Dương"
"13318","Phường Châu Sơn","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13459","Phường Thanh Tuyền","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13441","Thị trấn Kiện Khê","Huyện Thanh Liêm","Tỉnh Hà Nam"
"30328","Phường Vĩnh Ngươn","Thành phố Châu Đốc","Tỉnh An Giang"
"30319","Phường Châu Phú A","Thành phố Châu Đốc","Tỉnh An Giang"
"30316","Phường Châu Phú B","Thành phố Châu Đốc","Tỉnh An Giang"
"30322","Phường Vĩnh Mỹ","Thành phố Châu Đốc","Tỉnh An Giang"
"10546","Phường Phả Lại","Thành phố Chí Linh","Tỉnh Hải Dương"
"10576","Phường Cổ Thành","Thành phố Chí Linh","Tỉnh Hải Dương"
"10591","Xã Nhân Huệ","Thành phố Chí Linh","Tỉnh Hải Dương"
"07525","Phường Chũ","Thị xã Chũ","Tỉnh Bắc Giang"
"07549","Phường Thanh Hải","Thị xã Chũ","Tỉnh Bắc Giang"
"07561","Phường Hồng Giang","Thị xã Chũ","Tỉnh Bắc Giang"
"07579","Phường Trù Hựu","Thị xã Chũ","Tỉnh Bắc Giang"
"25432","Phường Hưng Long","Thị xã Chơn Thành","Tỉnh Bình Phước"
"25433","Phường Thành Tâm","Thị xã Chơn Thành","Tỉnh Bình Phước"
"25447","Phường Minh Thành","Thị xã Chơn Thành","Tỉnh Bình Phước"
"10021","Xã Phụng Châu","Huyện Chương Mỹ","Thành phố Hà Nội"
"10024","Xã Tiên Phương","Huyện Chương Mỹ","Thành phố Hà Nội"
"10057","Xã Thụy Hương","Huyện Chương Mỹ","Thành phố Hà Nội"
"10054","Xã Đại Yên","Huyện Chương Mỹ","Thành phố Hà Nội"
"10042","Xã Ngọc Hòa","Huyện Chương Mỹ","Thành phố Hà Nội"
"10015","Thị trấn Chúc Sơn","Huyện Chương Mỹ","Thành phố Hà Nội"
"10123","Phường Biên Giang","Quận Hà Đông","Thành phố Hà Nội"
"27328","Phường 11","Quận 5","Thành phố Hồ Chí Minh"
"27310","Phường 12","Quận 5","Thành phố Hồ Chí Minh"
"27343","Phường 13","Quận 5","Thành phố Hồ Chí Minh"
"27331","Phường 14","Quận 5","Thành phố Hồ Chí Minh"
"27325","Phường 1","Quận 5","Thành phố Hồ Chí Minh"
"27307","Phường 2","Quận 5","Thành phố Hồ Chí Minh"
"27301","Phường 4","Quận 5","Thành phố Hồ Chí Minh"
"31120","Phường An Hòa","Quận Ninh Kiều","Thành phố Cần Thơ"
"31117","Phường Cái Khế","Quận Ninh Kiều","Thành phố Cần Thơ"
"31186","Phường Lê Bình","Quận Cái Răng","Thành phố Cần Thơ"
"31198","Phường Thường Thạnh","Quận Cái Răng","Thành phố Cần Thơ"
"31195","Phường Ba Láng","Quận Cái Răng","Thành phố Cần Thơ"
"31192","Phường Hưng Thạnh","Quận Cái Răng","Thành phố Cần Thơ"
"29770","Phường Cái Vồn","Thị xã Bình Minh","Tỉnh Vĩnh Long"
"29815","Xã Mỹ Hòa","Thị xã Bình Minh","Tỉnh Vĩnh Long"
"27109","Phường Cát Lái","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"27112","Phường Thạnh Mỹ Lợi","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"24332","Phường Bình Tân","Thị xã Buôn Hồ","Tỉnh Đắk Lắk"
"24337","Xã Bình Thuận","Thị xã Buôn Hồ","Tỉnh Đắk Lắk"
"24340","Xã Cư Bao","Thị xã Buôn Hồ","Tỉnh Đắk Lắk"
"07729","Xã Tiến Dũng","Thành phố Bắc Giang","Tỉnh Bắc Giang"
"07741","Xã Tư Mại","Thành phố Bắc Giang","Tỉnh Bắc Giang"
"07738","Phường Cảnh Thụy","Thành phố Bắc Giang","Tỉnh Bắc Giang"
"00166","Phường Dịch Vọng","Quận Cầu Giấy","Thành phố Hà Nội"
"00167","Phường Dịch Vọng Hậu","Quận Cầu Giấy","Thành phố Hà Nội"
"27058","Phường 1","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27061","Phường 2","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27052","Phường 7","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27076","Phường 15","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"04675","Xã Thanh Lương","Thị xã Nghĩa Lộ","Tỉnh Yên Bái"
"04684","Xã Thạch Lương","Thị xã Nghĩa Lộ","Tỉnh Yên Bái"
"04681","Xã Phúc Sơn","Thị xã Nghĩa Lộ","Tỉnh Yên Bái"
"04678","Xã Hạnh Sơn","Thị xã Nghĩa Lộ","Tỉnh Yên Bái"
"04291","Phường Cầu Thia","Thị xã Nghĩa Lộ","Tỉnh Yên Bái"
"26758","Phường Nguyễn Cư Trinh","Quận 1","Thành phố Hồ Chí Minh"
"26761","Phường Cầu Kho","Quận 1","Thành phố Hồ Chí Minh"
"26755","Phường Cô Giang","Quận 1","Thành phố Hồ Chí Minh"
"26752","Phường Cầu Ông Lãnh","Quận 1","Thành phố Hồ Chí Minh"
"20311","Phường Hòa Thọ Tây","Quận Cẩm Lệ","Thành phố Đà Nẵng"
"20312","Phường Hòa Thọ Đông","Quận Cẩm Lệ","Thành phố Đà Nẵng"
"20260","Phường Khuê Trung","Quận Cẩm Lệ","Thành phố Đà Nẵng"
"06793","Phường Cẩm Trung","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06790","Phường Cẩm Thành","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06796","Phường Cẩm Bình","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06775","Phường Cẩm Tây","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06769","Phường Cẩm Đông","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"21025","Phường Nguyễn Nghiêm","Thành phố Quảng Ngãi","Tỉnh Quảng Ngãi"
"21022","Phường Trần Hưng Đạo","Thành phố Quảng Ngãi","Tỉnh Quảng Ngãi"
"21019","Phường Nghĩa Chánh","Thành phố Quảng Ngãi","Tỉnh Quảng Ngãi"
"21031","Phường Chánh Lộ","Thành phố Quảng Ngãi","Tỉnh Quảng Ngãi"
"16729","Phường Nghi Hải","Thành phố Vinh","Tỉnh Nghệ An"
"16726","Phường Nghi Hòa","Thành phố Vinh","Tỉnh Nghệ An"
"16732","Phường Nghi Hương","Thành phố Vinh","Tỉnh Nghệ An"
"16720","Phường Nghi Tân","Thành phố Vinh","Tỉnh Nghệ An"
"16735","Phường Nghi Thu","Thành phố Vinh","Tỉnh Nghệ An"
"16717","Phường Nghi Thuỷ","Thành phố Vinh","Tỉnh Nghệ An"
"16723","Phường Thu Thuỷ","Thành phố Vinh","Tỉnh Nghệ An"
"00082","Phường Trần Hưng Đạo","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00088","Phường Hàng Bài","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00085","Phường Phan Chu Trinh","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00073","Phường Cửa Nam","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00079","Phường Tràng Tiền","Quận Hoàn Kiếm","Thành phố Hà Nội"
"06763","Phường Cửa Ông","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06772","Phường Cẩm Phú","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06781","Phường Cẩm Thịnh","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06766","Phường Cẩm Sơn","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"23557","Phường Yên Đỗ","Thành phố Pleiku","Tỉnh Gia Lai"
"23560","Phường Diên Hồng","Thành phố Pleiku","Tỉnh Gia Lai"
"23563","Phường Ia Kring","Thành phố Pleiku","Tỉnh Gia Lai"
"23605","Xã Diên Phú","Thành phố Pleiku","Tỉnh Gia Lai"
"27202","Phường 6","Quận 10","Thành phố Hồ Chí Minh"
"27187","Phường 8","Quận 10","Thành phố Hồ Chí Minh"
"27169","Phường 14","Quận 10","Thành phố Hồ Chí Minh"
"13336","Phường Duy Minh","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13342","Phường Duy Hải","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13357","Phường Hoàng Đông","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13345","Xã Chuyên Ngoại","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13351","Xã Trác Văn","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13360","Xã Yên Nam","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13324","Phường Hòa Mạc","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13330","Phường Châu Giang","Thị xã Duy Tiên","Tỉnh Hà Nam"
"13327","Xã Mộc Hoàn","Thị xã Duy Tiên","Tỉnh Hà Nam"
"29512","Phường 1","Thị xã Duyên Hải","Tỉnh Trà Vinh"
"29515","Xã Long Toàn","Thị xã Duyên Hải","Tỉnh Trà Vinh"
"29524","Xã Dân Thành","Thị xã Duyên Hải","Tỉnh Trà Vinh"
"25942","Phường Dĩ An","Thành phố Dĩ An","Tỉnh Bình Dương"
"25960","Phường An Bình","Thành phố Dĩ An","Tỉnh Bình Dương"
"11707","Phường Hoà Nghĩa","Quận Dương Kinh","Thành phố Hải Phòng"
"11740","Phường Tân Thành","Quận Dương Kinh","Thành phố Hải Phòng"
"11692","Phường Hải Thành","Quận Dương Kinh","Thành phố Hải Phòng"
"19909","Phường Dương Nỗ","Quận Thuận Hóa","Thành phố Huế"
"09886","Phường Dương Nội","Quận Hà Đông","Thành phố Hà Nội"
"24151","Phường Ea Tam","Thành phố Buôn Ma Thuột","Tỉnh Đắk Lắk"
"24169","Xã Ea Kao","Thành phố Buôn Ma Thuột","Tỉnh Đắk Lắk"
"25720","Phường Gia Lộc","Thị xã Trảng Bàng","Tỉnh Tây Ninh"
"25672","Xã Phước Đông","Huyện Gò Dầu","Tỉnh Tây Ninh"
"05473","Phường Hương Sơn","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05914","Xã Đồng Liên","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05467","Phường Cam Giá","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05461","Phường Gia Sàng","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"11359","Phường Đằng Giang","Quận Ngô Quyền","Thành phố Hải Phòng"
"11350","Phường Đông Khê","Quận Ngô Quyền","Thành phố Hải Phòng"
"11344","Phường Cầu Đất","Quận Ngô Quyền","Thành phố Hải Phòng"
"11365","Phường Lạch Tray","Quận Ngô Quyền","Thành phố Hải Phòng"
"26944","Phường 1","Quận Bình Thạnh","Thành phố Hồ Chí Minh"
"26941","Phường 2","Quận Bình Thạnh","Thành phố Hồ Chí Minh"
"26926","Phường 7","Quận Bình Thạnh","Thành phố Hồ Chí Minh"
"26950","Phường 17","Quận Bình Thạnh","Thành phố Hồ Chí Minh"
"31942","Phường 1","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"31945","Phường Hộ Phòng","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"31960","Xã Phong Thạnh","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"31963","Xã Phong Thạnh A","Thị xã Giá Rai","Tỉnh Bạc Liêu"
"00031","Phường Giảng Võ","Quận Ba Đình","Thành phố Hà Nội"
"00025","Phường Ngọc Khánh","Quận Ba Đình","Thành phố Hà Nội"
"00034","Phường Thành Công","Quận Ba Đình","Thành phố Hà Nội"
"00028","Phường Kim Mã","Quận Ba Đình","Thành phố Hà Nội"
"28300","Phường 1","Thành phố Gò Công","Tỉnh Tiền Giang"
"28306","Phường 5","Thành phố Gò Công","Tỉnh Tiền Giang"
"28318","Phường Long Hòa","Thành phố Gò Công","Tỉnh Tiền Giang"
"25723","Phường Gia Bình","Thị xã Trảng Bàng","Tỉnh Tây Ninh"
"25654","Thị trấn Gò Dầu","Huyện Gò Dầu","Tỉnh Tây Ninh"
"25678","Xã Thanh Phước","Huyện Gò Dầu","Tỉnh Tây Ninh"
"00259","Phường Đồng Nhân","Quận Hai Bà Trưng","Thành phố Hà Nội"
"00262","Phường Phố Huế","Quận Hai Bà Trưng","Thành phố Hà Nội"
"00241","Phường Nguyễn Du","Quận Hai Bà Trưng","Thành phố Hà Nội"
"00247","Phường Phạm Đình Hổ","Quận Hai Bà Trưng","Thành phố Hà Nội"
"00256","Phường Lê Đại Hành","Quận Hai Bà Trưng","Thành phố Hà Nội"
"26812","Phường Hiệp Bình Chánh","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26809","Phường Hiệp Bình Phước","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26821","Phường Linh Đông","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"07150","Phường Cộng Hòa","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07144","Xã Sông Khoai","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07147","Xã Hiệp Hòa","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"31831","Phường Nhà Mát","Thành phố Bạc Liêu","Tỉnh Bạc Liêu"
"31840","Xã Hiệp Thành","Thành phố Bạc Liêu","Tỉnh Bạc Liêu"
"31837","Xã Vĩnh Trạch Đông","Thành phố Bạc Liêu","Tỉnh Bạc Liêu"
"14527","Phường Ninh Mỹ","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14344","Phường Ninh Khánh","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14320","Phường Đông Thành","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14323","Phường Tân Thành","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14329","Phường Vân Giang","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14341","Phường Nam Thành","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14338","Phường Nam Bình","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14332","Phường Bích Đào","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14536","Xã Ninh Khang","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14347","Xã Ninh Nhất","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"14350","Xã Ninh Tiến","Thành phố Hoa Lư","Tỉnh Ninh Bình"
"21667","Phường Hoài Thanh","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21658","Phường Tam Quan Nam","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21664","Phường Hoài Thanh Tây","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21655","Phường Tam Quan Bắc","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21643","Xã Hoài Sơn","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21646","Xã Hoài Châu Bắc","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21673","Phường Hoài Tân","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21679","Phường Hoài Xuân","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21661","Phường Hoài Hảo","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21652","Xã Hoài Phú","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21670","Phường Hoài Hương","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21676","Xã Hoài Hải","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21682","Xã Hoài Mỹ","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"00043","Phường Hàng Mã","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00052","Phường Hàng Bồ","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00049","Phường Hàng Đào","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00061","Phường Hàng Bạc","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00046","Phường Hàng Buồm","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00064","Phường Hàng Gai","Quận Hoàn Kiếm","Thành phố Hà Nội"
"00058","Phường Lý Thái Tổ","Quận Hoàn Kiếm","Thành phố Hà Nội"
